,Pokemon,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,Type1,Type2,Cluster
407,Masquerain,0.3743409233318729,0.07121660870946567,0.07121660870946567,0.07037464005377507,0.0,0.0710286145945623,0.09495547827928756,0.2604382535133951,0.14186961856203908,0.1420572291891246,0.1182246821350326,0.18991095655857512,0.7437525995697709,0.11760143040616512,0.14186961856203908,0.04747773913964378,0.04710277077233399,0.2844901904852043,Bug,Flying,15
408,Mawile,0.03773644686979469,0.3446007555113026,0.05743345925188377,0.11350888774790138,0.16192420477572886,0.19093949739902638,0.1723003777556513,0.03818789947980528,0.07627493178362268,0.09546974869951319,0.09534366472952836,0.21058935059024048,0.768503873777118,0.18968207230283335,0.07627493178362268,0.22973383700753508,0.11395972575049466,0.05735760259748552,Steel,Fairy,16
409,Medicham,0.054281327756713384,0.05507609900511914,0.036717399336746094,0.0544249538596208,0.0,0.38451498271928036,0.09179349834186523,0.054930711817040054,0.07314422201350732,0.09155118636173341,0.09143027751688415,0.07343479867349219,0.7729098765176458,0.14551724698079183,0.4022932210742902,0.12851089767861132,0.054641120522656024,0.055003355892267236,Fighting,Psychic,17
410,Meditite,0.05590656703913438,0.05672513456347571,0.03781675637565047,0.056054493456608026,0.0,0.39602776032478976,0.09454189093912617,0.056575394332112824,0.07533423592457589,0.07543385910948376,0.09416779490571986,0.07563351275130094,0.759025944465108,0.14987418436307043,0.4143382975851673,0.13235864731477665,0.056277132373857244,0.05665021344633728,Fighting,Psychic,17
411,Meganium,0.060960977046834286,0.04123569983805335,0.10308924959513338,0.040748184813282275,0.0,0.08225369571536066,0.06185354975708003,0.04112684785768033,0.04107253289067251,0.5963392939363649,0.12321759867201754,0.06185354975708003,0.7267153921726042,0.16342403400435315,0.1437538651173538,0.10308924959513338,0.06136504451262198,0.061771855159395254,Grass,None,0
412,Meloetta,0.08859239430624921,0.17977907621495393,0.06741715358060772,0.17765361208706312,0.047517897772390565,0.2689567563249014,0.1123619226343462,0.08965225210830045,0.08953385112769796,0.11206531513537556,0.08953385112769796,0.15730669168808467,0.7260751637738796,0.11132731308978769,0.4700527184204143,0.08988953810747696,0.04458980550710397,0.06732811071628626,Normal,Psychic,7
413,Meowstic-F,0.07135693877475187,0.1930712696036633,0.07240172610137374,0.14309149244785535,0.10206238729186899,0.07221060357163589,0.07240172610137374,0.07221060357163589,0.07211523724149115,0.09628080476218118,0.12019206206915191,0.12066954350228956,0.7088713176038683,0.1195584387924559,0.5769218979319292,0.048267817400915826,0.07182991376324212,0.07230609974025519,Psychic,None,7
414,Meowstic-M,0.07055289637257589,0.21475773343992957,0.07158591114664319,0.14147915271896233,0.1513685387388449,0.09519592288701012,0.07158591114664319,0.07139694216525759,0.07130265041278522,0.07139694216525759,0.11883775068797538,0.11930985191107199,0.7008838309371683,0.1182112670110186,0.5704212033022817,0.04772394076442879,0.07102054192916445,0.07149136229319838,Psychic,None,7
415,Meowth,0.05640183426173186,0.34336592005916144,0.03815176889546238,0.09425178522563213,0.04033599220507411,0.05707658658737345,0.057227653343193574,0.05707658658737345,0.13300281700871122,0.07610211544983125,0.07600160971926356,0.11445530668638715,0.877811012720167,0.13230165855222037,0.11400241457889533,0.03815176889546238,0.05677568237473711,0.09525344752002146,Normal,None,16
416,Metagross,0.09163486651249002,0.11622069662202095,0.046488278648808376,0.09187732850285654,0.0,0.16227946408871644,0.06973241797321257,0.09273112233640939,0.06945649138972157,0.09273112233640939,0.18521731037259087,0.11622069662202095,0.7510103009571846,0.16121077859660227,0.37043462074518174,0.30217381121725445,0.20754506166766,0.06964031716647986,Steel,Psychic,8
417,Metang,0.0951889735985686,0.12072837821892721,0.04829135128757088,0.0954408396063235,0.0,0.1444916224324336,0.07243702693135633,0.09632774828828906,0.07215039838841533,0.09632774828828906,0.19240106236910756,0.12072837821892721,0.7328575059198108,0.1674634244765887,0.3848021247382151,0.31389378336921075,0.2155948073859353,0.07234135394579803,Steel,Psychic,8
418,Metapod,0.6724956598810662,0.0,0.0,0.22475835167398242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6680680150918259,0.0,0.0,0.0,0.22565105363191112,0.0,Bug,None,19
419,Mew,0.14970963320625527,0.22201008580764078,0.1285321549412657,0.15010575857889696,0.024707406759460978,0.19811624135803726,0.1519016376578595,0.1864623448075645,0.09310804485287597,0.12819286205520058,0.13966206727931393,0.17527112037445325,0.7207391898749599,0.19681155407625173,0.2909626401652374,0.19864060309104703,0.10433212139768253,0.15170100983253898,Psychic,None,1
420,Mewtwo,0.05367008122066878,0.16336770833079461,0.03630393518462103,0.16143626997309798,0.0,0.2715607637623669,0.18151967592310514,0.09052025458745562,0.07232056581007364,0.10862430550494676,0.12656099016762887,0.21782361110772616,0.6042561908709393,0.14387861880370648,0.5604843850280707,0.18151967592310514,0.05402582246298507,0.10876795760701462,Psychic,None,7
421,Mienfoo,0.07782962983677583,0.1579383768073687,0.07896918840368435,0.052023709168929434,0.0,0.4988179529216938,0.07896918840368435,0.13126788234781414,0.052437808352119336,0.10501430587825132,0.07865671252817899,0.07896918840368435,0.7216272678142865,0.2086454759939249,0.20975123340847734,0.21058450240982493,0.05223033849632894,0.07886488790514436,Fighting,None,17
422,Mienshao,0.07458735808228434,0.15135888851805399,0.07567944425902699,0.049856475389762754,0.0,0.47803790600661683,0.07567944425902699,0.1257994489491097,0.05025332378956809,0.10063955915928777,0.07537998568435213,0.07567944425902699,0.740962823072903,0.19995360202592252,0.20101329515827235,0.227038332777081,0.050054496833079005,0.07557948877100683,Fighting,None,17
423,Mightyena,0.04327381609523385,0.35125934874290543,0.04390741859286318,0.06508247518010102,0.04642115805847463,0.10947878485050923,0.13172225577858954,0.0437915139402037,0.13120103949119974,0.0437915139402037,0.10933419957599978,0.13172225577858954,0.8597781115585019,0.17401250608924262,0.06560051974559987,0.06586112788929477,0.06534097170575803,0.06577414018418953,Dark,None,16
424,Milotic,0.04748469086858431,0.04817994775712124,0.2168097649070456,0.07141550003559277,0.05093829338548071,0.048052764691277124,0.07226992163568187,0.048052764691277124,0.07198395431738587,0.048052764691277124,0.11997325719564313,0.2649897126641668,0.7547529019041561,0.14320894488593655,0.16796256007390037,0.04817994775712124,0.09559886701225666,0.45710497260417715,Water,None,4
425,Miltank,0.04062721362923457,0.08244413070272068,0.04122206535136034,0.14257149032797994,0.0,0.2672361208571428,0.10305516337840084,0.04111324936263736,0.10264738088686254,0.06166987404395605,0.10264738088686254,0.1854992940811215,0.8475542896866926,0.12252749867531539,0.10264738088686254,0.22672135943248184,0.10224125717614496,0.1440866710301232,Normal,None,13
426,Mime Jr.,0.08925244688871878,0.18111850997175558,0.045279627492938894,0.15660505892024734,0.04787192716039615,0.13548030165134078,0.06791944123940834,0.045160100550446926,0.0902009179805363,0.11290025137611731,0.0902009179805363,0.09055925498587779,0.7093185409771146,0.11215675088836774,0.5863059668734859,0.045279627492938894,0.04492201931063929,0.06782973496630325,Psychic,Fairy,7
427,Minccino,0.07556079887957515,0.15333427578077916,0.05111142526025972,0.12626788260868563,0.16211280188897867,0.07646475573556559,0.07666713789038958,0.05097650382371039,0.05090918071806076,0.12744125955927596,0.10181836143612152,0.10222285052051944,0.900759768801922,0.1772427997094644,0.10181836143612152,0.05111142526025972,0.07606163830169771,0.10208783717560614,Normal,None,3
428,Minun,0.06303353733520904,0.12791291172819486,0.042637637242731626,0.4002687022973557,0.09015736115292679,0.10631271124169002,0.042637637242731626,0.04252508449667601,0.0424689229214093,0.08505016899335202,0.10617230730352326,0.08527527448546325,0.8557865872061685,0.10561259275923555,0.10617230730352326,0.06395645586409743,0.06345134234629185,0.06387198380143197,Electric,None,12
429,Misdreavus,0.045048487858797136,0.31995652205184205,0.04570807457883457,0.15808689489916225,0.04832490322984991,0.045587416642714075,0.11427018644708643,0.06838112496407112,0.3186904751749169,0.045587416642714075,0.06829081610891076,0.13712422373650374,0.7384062357943187,0.11321800593268413,0.38698129128382763,0.06856211186825187,0.04534708261905971,0.06847155677210147,Ghost,None,10
430,Mismagius,0.042239252712330075,0.3000039520586658,0.04285770743695226,0.14822855597469942,0.04531134998854165,0.042744573760378775,0.1500019760293329,0.06411686064056817,0.32016091734278307,0.08548914752075755,0.06403218346855662,0.1285731223108568,0.7553007658408109,0.10615770232214015,0.36284903965515414,0.0642865611554284,0.04251922702749115,0.0642016530980775,Ghost,None,10
431,Moltres,0.08826079157367331,0.0597020534300964,0.08955308014514461,0.05899621726941123,0.0,0.08931668231121463,0.4179143740106748,0.47635563899314465,0.08919872450735448,0.08931668231121463,0.08919872450735448,0.0597020534300964,0.6722109663836162,0.1478808175956736,0.14866454084559083,0.149255133575241,0.11846108042694664,0.08943480071118128,Fire,Flying,6
432,Monferno,0.059615541727582315,0.14113963492834403,0.0604884149692903,0.059773281935585766,0.0,0.3418628634831197,0.4234189047850321,0.08043832081955758,0.06024906629663029,0.10054790102444697,0.08033208839550705,0.10081402494881717,0.7304174798648257,0.19977149297884902,0.08033208839550705,0.22179085488739778,0.060010691248380155,0.06040852340696424,Fire,Fighting,20
433,Mothim,0.38710180972044483,0.08416492299727663,0.08416492299727663,0.08316987102335552,0.0,0.05596183237108659,0.08416492299727663,0.33577099422651957,0.11177585058975133,0.13990458092771646,0.0838318879423135,0.056109948664851084,0.7141701724149755,0.2779664888252087,0.2514956638269405,0.056109948664851084,0.05566680507330783,0.08405376010443642,Bug,Flying,15
434,Mr. Mime,0.07204833124426195,0.18275810434057685,0.05482743130217305,0.14447793617747917,0.11593270276344737,0.20050323529468628,0.09137905217028842,0.05468270053491445,0.09101747128150184,0.12759296791480038,0.09101747128150184,0.1096548626043461,0.715739721703855,0.09053764934154053,0.546104827689011,0.05482743130217305,0.05439441674057614,0.054755016623308034,Psychic,Fairy,7
435,Mudkip,0.044702709166209845,0.06803584964437573,0.045357233096250484,0.06723148597272803,0.0,0.15833125453001026,0.06803584964437573,0.04523750129428865,0.1129443937833015,0.06785625194143298,0.1581221512966221,0.24946478202937766,0.754942646294605,0.20222816120735942,0.1129443937833015,0.2721433985775029,0.06749851800386414,0.38502727452469876,Water,None,4
436,Muk,0.0614468062302085,0.20782164102859346,0.04156432820571869,0.12321878377363568,0.0,0.16581843491311837,0.1870394769257341,0.04145460872827959,0.16559944359015677,0.0621819130924194,0.103499652243848,0.12469298461715608,0.7325069585586456,0.4941793309731395,0.08279972179507838,0.14547514872001543,0.04123606261076721,0.06226414664489003,Poison,None,5
437,Munchlax,0.041199320145908484,0.10450637120879097,0.06270382272527458,0.12392499542597296,0.044195782229743304,0.18761490073736067,0.18811146817582375,0.041692200163857926,0.14572998493687606,0.08338440032771585,0.1040928463834829,0.18811146817582375,0.8390253920396876,0.1656705508010921,0.14572998493687606,0.20901274241758194,0.041472401479082384,0.14611567858684296,Normal,None,13
438,Munna,0.07375410031723496,0.07483398617866588,0.04988932411911058,0.12324875092451126,0.10549106618352364,0.04975762872528522,0.04988932411911058,0.07463644308792784,0.14907574605182133,0.09951525745057044,0.09938383070121423,0.07483398617866588,0.6349937587829436,0.12357487919017658,0.6708408572331961,0.14966797235733176,0.07424296440456317,0.07473514735020698,Psychic,None,7
439,Murkrow,0.04894628303874984,0.44696646117268696,0.07449441019544782,0.07361368925765921,0.0,0.04953184233383673,0.0993258802605971,0.4457865810045306,0.22259892216745417,0.04953184233383673,0.07419964072248472,0.12415735032574637,0.6564243450755433,0.12301413048167041,0.1978657085932926,0.04966294013029855,0.09854142708679749,0.07439601987032368,Dark,Flying,6
440,Musharna,0.07148744908733767,0.07253414730760108,0.04835609820506738,0.11946100310215642,0.10224905721209586,0.048228450145900055,0.04835609820506738,0.07234267521885009,0.14449426893146042,0.09645690029180011,0.09632951262097363,0.07253414730760108,0.6628233061893932,0.11977710861611986,0.650224210191572,0.14506829461520215,0.07196128913695098,0.07243834604791631,Psychic,None,7
441,Natu,0.10829244269338127,0.13185363457619265,0.06592681728809632,0.06514738795648535,0.04646745817604411,0.04383519127030009,0.0879024230507951,0.2849287432569506,0.15322054817014963,0.13150557381090028,0.06566594921577841,0.06592681728809632,0.6669926270824197,0.10886629054235675,0.5909935429420057,0.04395121152539755,0.08720818973953767,0.0658397428221014,Psychic,Flying,7
442,Nidoking,0.0683217197624712,0.1906356823369032,0.12131361603257478,0.10275374422531203,0.0,0.20741721992896825,0.155974649184739,0.05185430498224206,0.06904776345535457,0.03456953665482804,0.15535746777454776,0.20796619891298532,0.7296228855403297,0.41210256278405655,0.08630970431919321,0.24262723206514955,0.05158093231324756,0.13846101495931742,Poison,Ground,5
443,Nidoqueen,0.049909968230492825,0.23632343148121834,0.11816171574060917,0.1000840558010765,0.035693308840960364,0.20202822554043018,0.1519222059522118,0.050507056385107545,0.06725380435239563,0.033671370923405025,0.15132105979289015,0.20256294126961574,0.7106662452128183,0.4515699960663503,0.05044035326429672,0.21944318637541704,0.05024078632687842,0.13486360085405374,Poison,Ground,5
444,Nidoran-F,0.042363355670507925,0.21491813737085716,0.042983627474171435,0.10618861830535017,0.04544447906189215,0.10717540350013069,0.06447544121125715,0.06430524210007842,0.06422031613844911,0.04287016140005228,0.08562708818459881,0.15044269615960001,0.7575199116195779,0.5323480189463615,0.06422031613844911,0.06447544121125715,0.06396622886541534,0.10731713947654221,Poison,None,5
445,Nidoran-M,0.04481209731152416,0.15913878004724238,0.04546822287064068,0.11232667057554166,0.0,0.11337049520827396,0.06820233430596101,0.06802229712496438,0.0679324621627294,0.04534819808330958,0.11322077027121567,0.15913878004724238,0.7790485308044365,0.49554515096644103,0.11322077027121567,0.09093644574128136,0.0676636878075209,0.11352042399146331,Poison,None,5
446,Nidorina,0.042363355670507925,0.21491813737085716,0.042983627474171435,0.10618861830535017,0.04544447906189215,0.10717540350013069,0.06447544121125715,0.06430524210007842,0.06422031613844911,0.04287016140005228,0.08562708818459881,0.15044269615960001,0.7575199116195779,0.5323480189463615,0.06422031613844911,0.06447544121125715,0.06396622886541534,0.10731713947654221,Poison,None,5
447,Nidorino,0.04481209731152416,0.15913878004724238,0.04546822287064068,0.11232667057554166,0.0,0.11337049520827396,0.06820233430596101,0.06802229712496438,0.0679324621627294,0.04534819808330958,0.11322077027121567,0.15913878004724238,0.7790485308044365,0.49554515096644103,0.11322077027121567,0.09093644574128136,0.0676636878075209,0.11352042399146331,Poison,None,5
448,Nincada,0.42731875824888615,0.16675978227826566,0.06670391291130627,0.06591529625430767,0.0,0.09979174678455359,0.1000558693669594,0.13305566237940478,0.13287993984561494,0.13305566237940478,0.16609992480701868,0.06670391291130627,0.783702154866844,0.16522428645949924,0.0996599548842112,0.1000558693669594,0.09926565090550442,0.06661581207714735,Bug,Ground,15
449,Ninetales,0.04697872884041875,0.19066631032654097,0.04766657758163524,0.047103032574718234,0.10079106460534654,0.04754074968523134,0.4051659094438996,0.04754074968523134,0.16617287426156008,0.09508149937046267,0.07121694611209717,0.04766657758163524,0.7933802342599596,0.11806917953020302,0.2848677844483887,0.04766657758163524,0.0709351767169979,0.04760362077650709,Fire,None,20
450,Ninjask,0.3408327509533595,0.14820991025413127,0.04940330341804376,0.04881922571876352,0.0,0.07390933649678376,0.07410495512706564,0.22172800949035126,0.12301954450358048,0.09854578199571166,0.12301954450358048,0.04940330341804376,0.8464718547327397,0.1223710154281648,0.09841563560286437,0.07410495512706564,0.07351969107412006,0.049338052789536804,Bug,Flying,15
451,Noctowl,0.06701762346479706,0.09066516774922861,0.06799887581192146,0.044796632845836695,0.0,0.06781937571069034,0.09066516774922861,0.38430979569391194,0.15803622039460635,0.045212917140460225,0.06772980874054557,0.09066516774922861,0.7989166328695688,0.11228792280908297,0.3386490437027279,0.04533258387461431,0.08994911490975359,0.06790906462365032,Normal,Flying,6
452,Noibat,0.1458540066323025,0.29597911626546336,0.177587469759278,0.0877439581078279,0.0,0.088559341528142,0.11839164650618533,0.44279670764071,0.11792317856137847,0.088559341528142,0.05896158928068924,0.14798955813273168,0.6954898478632152,0.14662689535739465,0.2063655624824123,0.059195823253092666,0.14682077031769453,0.11823527782615735,Flying,Dragon,6
453,Noivern,0.1337428534914282,0.2985423695031496,0.21712172327501789,0.08045803886318639,0.057388034625407626,0.10827428799315092,0.13570107704688616,0.4060285799743159,0.10813129346071085,0.08120571599486319,0.054065646730355424,0.13570107704688616,0.7174564404994087,0.1344515645231777,0.189229763556244,0.05428043081875447,0.13462934085589381,0.10841747720847263,Flying,Dragon,6
454,Nosepass,0.046986139198349486,0.09534819287969798,0.04767409643984899,0.2826627752408603,0.05040348162232687,0.095096497391063,0.11918524109962247,0.07132237304329725,0.04748545318131864,0.0475482486955315,0.2374272659065932,0.11918524109962247,0.7001518067035785,0.11808780359480636,0.1187136329532966,0.5244150608383389,0.07094636593097467,0.04761112970400384,Rock,None,8
455,Numel,0.04585294654020153,0.04652431190783167,0.04652431190783167,0.045974271502035695,0.049187870884904915,0.06960224896259404,0.32567018335482173,0.04640149930839602,0.09268043654187834,0.04640149930839602,0.20853098221922622,0.06978646786174751,0.8426945227466147,0.11523980981762975,0.09268043654187834,0.27914587144699005,0.06923531023738232,0.04646286377819646,Fire,Ground,20
456,Nuzleaf,0.05927301086837658,0.280657388078245,0.04009391258260643,0.03961989650278617,0.0,0.13995826122703714,0.06014086887390964,0.059982111954444486,0.07987052722433392,0.31990459709037056,0.0998381590304174,0.06014086887390964,0.8439862730778545,0.09931183657305116,0.11980579083650086,0.16037565033042572,0.03977725999525506,0.04004095756109338,Grass,Dark,14
457,Octillery,0.09272244421326334,0.09408005899145921,0.04704002949572961,0.09296778388833704,0.0,0.0703737832954042,0.16464010323505363,0.0703737832954042,0.046853895198320644,0.11728963882567364,0.11713473799580162,0.18816011798291843,0.7138677584180065,0.27964135724871453,0.14056168559496193,0.11760007373932402,0.07000277708920215,0.4932679523037155,Water,None,4
458,Oddish,0.07330331869590155,0.04958440289687468,0.04958440289687468,0.04899818412281567,0.20969261941398135,0.04945351241915426,0.07437660434531201,0.04945351241915426,0.049388200681557394,0.5439886366106969,0.07408230102233608,0.04958440289687468,0.7039334034536294,0.343894866817474,0.07408230102233608,0.04958440289687468,0.04919279657915204,0.04951891307677529,Grass,Poison,0
459,Omanyte,0.0469458468054362,0.11908303524390026,0.047633214097560106,0.04707006353525854,0.0,0.07126121140867057,0.047633214097560106,0.047507474272447045,0.04744473260776459,0.047507474272447045,0.14233419782329376,0.21434946343902048,0.6995514000267167,0.16518115436659966,0.07116709891164688,0.4048823198292609,0.09451403564890623,0.4519178629017069,Rock,Water,4
460,Omastar,0.04301160511671461,0.10910342099564253,0.04364136839825702,0.04312541200902929,0.0,0.0870523321037359,0.04364136839825702,0.04352616605186795,0.04346868237888467,0.04352616605186795,0.15214038832609633,0.19638615779215657,0.7263831564986154,0.15133834125485532,0.065203023568327,0.41459299978344166,0.08659339762611552,0.4140454158783424,Rock,Water,4
461,Onix,0.04339244050381216,0.11006944966292416,0.19812500939326347,0.06526088260573831,0.0,0.06586733623307972,0.0660416697977545,0.04391155748871981,0.08770712968216414,0.06586733623307972,0.24119460662595135,0.0660416697977545,0.7759214815527259,0.1090559488210406,0.0657803472616231,0.46229168858428143,0.15288020471583053,0.04396962909165441,Rock,Ground,8
462,Oshawott,0.10760755416188522,0.16377466851809983,0.054591556172699944,0.05394613960491163,0.0,0.13611862014263257,0.10918311234539989,0.10889489611410606,0.054375540981774315,0.13611862014263257,0.08156331147266146,0.1910704466044498,0.6948439984704878,0.1352222159341894,0.08156331147266146,0.08188733425904991,0.08124060674870753,0.5724542568330142,Water,None,4
463,Pachirisu,0.06917546038842436,0.14037661429924606,0.04679220476641535,0.4392704730062874,0.0989422017043536,0.046668684996535176,0.04679220476641535,0.046668684996535176,0.04660705109513197,0.11667171249133794,0.11651762773782992,0.07018830714962303,0.8246401921391912,0.1622647252575531,0.09321410219026394,0.07018830714962303,0.06963397589010953,0.0700956042160439,Electric,None,12
464,Palkia,0.07554805680761523,0.102205612337009,0.35771964317953153,0.1514959075565334,0.0,0.20387162993684546,0.17885982158976577,0.10193581496842273,0.07635089359722562,0.050967907484211365,0.17815208506019312,0.22996262775827028,0.6754559029866553,0.12658065047092762,0.15270178719445124,0.2810654339267748,0.050699207847666336,0.2806942098395895,Water,Dragon,2
465,Palpitoad,0.09703217775752887,0.06563526292513515,0.06563526292513515,0.09728892080571658,0.0,0.13092400434682722,0.06563526292513515,0.09819300326012043,0.06537554851422196,0.06546200217341361,0.22881441979977687,0.22972342023797304,0.7068844017677017,0.3251545227281244,0.09806332277133294,0.16408815731283788,0.06511689057162862,0.42606572798880027,Water,Ground,4
466,Pancham,0.04454748569110651,0.2937982897501791,0.0677996053269644,0.06699803468792455,0.0,0.40572378750118554,0.11299934221160735,0.09016084166693011,0.090041769007691,0.09016084166693011,0.090041769007691,0.18079894753857176,0.7523212208094996,0.20152595414805904,0.090041769007691,0.18079894753857176,0.06726413949025037,0.09028007644011882,Fighting,None,17
467,Pangoro,0.08011961706581895,0.3658171722873135,0.10161588119092041,0.06024870764401651,0.0,0.40539056226289494,0.10161588119092041,0.081078112452579,0.08097103507533489,0.081078112452579,0.1012137938441686,0.16258540990547266,0.7163290570126585,0.24163252650028857,0.08097103507533489,0.16258540990547266,0.06048800526688972,0.08118533561254643,Fighting,Dark,17
468,Panpour,0.050840123118141754,0.3095070555573411,0.05158450925955685,0.07646196590815965,0.05453776911621861,0.15434501699712502,0.07737676388933527,0.07717250849856251,0.1284509818878564,0.10289667799808334,0.1027607855102851,0.3095070555573411,0.6565701582064953,0.20443811135593076,0.1027607855102851,0.1289612731488921,0.07676565983617127,0.46364739974791547,Water,None,4
469,Pansage,0.05215597851860113,0.31751778616845716,0.05291963102807619,0.05229398103710112,0.055949327814725676,0.15833980913556478,0.07937944654211429,0.07916990456778239,0.1317755788369761,0.4486294592174335,0.07906534730218566,0.13229907757019047,0.7253762421360229,0.20972942412994378,0.10542046306958089,0.13229907757019047,0.07875252575761135,0.052849736123362655,Grass,None,14
470,Pansear,0.053275573492441226,0.32433371269492917,0.0540556187824882,0.053416538412002,0.05715035189653364,0.16173877622432822,0.4324449502599056,0.08086938811216411,0.1346043106512614,0.1347823135202735,0.08076258639075684,0.1351390469562205,0.7144849673388587,0.21423153521656674,0.1346043106512614,0.1351390469562205,0.08044304973050526,0.05398422349399821,Fire,None,20
471,Paras,0.2809440487475498,0.14252877447167242,0.04750959149055748,0.04694790247440529,0.0,0.11846044499586585,0.07126438723583621,0.07107626699751952,0.047321599167272806,0.37907342398677074,0.09464319833454561,0.04750959149055748,0.7442515759158179,0.3530409841674729,0.14196479750181842,0.09501918298111496,0.07070155734095519,0.04744684202867159,Bug,Grass,14
472,Parasect,0.2714210375913514,0.13769755232824607,0.045899184109415354,0.04535653436742106,0.0,0.11444505422929531,0.06884877616412304,0.0686670325375772,0.045717564062033665,0.36622417353374503,0.09143512812406733,0.045899184109415354,0.7639630803932306,0.34107414149609416,0.137152692186101,0.09179836821883071,0.06830502421516003,0.04583856163270053,Bug,Grass,14
473,Patrat,0.05283634963813261,0.1876348737955553,0.05360996394158723,0.10595230477981483,0.0,0.16040534095507694,0.08041494591238084,0.05346844698502565,0.10679566569289276,0.1336711174625641,0.10679566569289276,0.05360996394158723,0.892304165907464,0.1859071636712576,0.13349458211611595,0.05360996394158723,0.0797798469897598,0.10707831452538648,Normal,None,13
474,Pawniard,0.10606316801855456,0.5380805687701724,0.08071208531552586,0.1063438066859209,0.0,0.24149707651993016,0.053808056877017243,0.08049902550664338,0.10719028388236511,0.10733203400885784,0.10719028388236511,0.10761611375403449,0.632189151778657,0.21325040562699366,0.1339878548529564,0.2690402843850862,0.16014927930718664,0.08060548284300736,Dark,Steel,16
475,Pelipper,0.07122023589623114,0.16861371720545565,0.072263021659481,0.07140868163535839,0.0,0.04804817684995598,0.072263021659481,0.4084095032246259,0.0719770816439362,0.07207226527493397,0.0719770816439362,0.21678906497844297,0.7075132892007284,0.1670611506680179,0.09596944219191494,0.072263021659481,0.09558973970324225,0.4089496114754449,Water,Flying,6
476,Persian,0.052921250744614234,0.3579740543007905,0.03579740543007905,0.08843546356855747,0.07569367859959336,0.053554363789308564,0.053696108145118576,0.053554363789308564,0.12479515109376021,0.07140581838574474,0.07131151491072013,0.10739221629023715,0.8762137078917835,0.12413726145287605,0.10696727236608018,0.053696108145118576,0.053272028516077166,0.08937531281524715,Normal,None,16
477,Petilil,0.05579864767049785,0.05661563507115976,0.05661563507115976,0.05594628853787561,0.05985693143541841,0.05646618389119252,0.08492345260673964,0.05646618389119252,0.056391610733392515,0.5928949308575214,0.056391610733392515,0.05661563507115976,0.7483222111924245,0.14023581974151667,0.1409790268334813,0.05661563507115976,0.05616849768358535,0.056540858578169935,Grass,None,0
478,Phanpy,0.04912502538031075,0.07476644934704167,0.049844299564694446,0.04925500812469433,0.10539586168168559,0.1491381690734465,0.07476644934704167,0.04971272302448217,0.07447060343307943,0.07456908453672326,0.17376474134385203,0.14953289869408334,0.8540278439148125,0.17284869595042848,0.07447060343307943,0.3239879471705139,0.09890128128459845,0.04977846647967654,Ground,None,8
479,Phantump,0.05695474650478083,0.20226031407683928,0.05778866116481122,0.05710544636089387,0.0,0.08645417023203945,0.11557732232962244,0.0576361134880263,0.34535997144046826,0.43227085116019726,0.1151199904801561,0.05778866116481122,0.5940875020211743,0.28628276482375037,0.37413996906050734,0.14447165291202804,0.05733225948438886,0.0577123353687471,Ghost,Grass,10
480,Phione,0.12407053063074798,0.12588713487745543,0.06294356743872771,0.06219940800989334,0.1330942873199278,0.06277741209289009,0.09441535115809156,0.09416611813933513,0.06269450388950769,0.12555482418578018,0.09404175583426153,0.22030248603554697,0.7087085596672273,0.18709198120549353,0.09404175583426153,0.09441535115809156,0.06244645348294868,0.5343136819736546,Water,None,4
481,Pichu,0.062329422253571166,0.08432270844848654,0.04216135422424327,0.3333031641329994,0.13372538977190462,0.10512514686691912,0.04216135422424327,0.04205005874676765,0.04199452452344445,0.0841001174935353,0.0839890490468889,0.08432270844848654,0.8875064050264637,0.10443284904634197,0.0839890490468889,0.0632420313363649,0.06274256018071861,0.0842113371566295,Electric,None,3
482,Pidgeot,0.07895646700610502,0.13352087398613902,0.08011252439168341,0.05277692165755188,0.0,0.07990104727435632,0.10681669918891121,0.5060399660709233,0.10639403254800536,0.053267364849570877,0.10639403254800536,0.053408349594455604,0.784366254508774,0.13229143640279148,0.10639403254800536,0.053408349594455604,0.10597308523377992,0.08000671380400666,Normal,Flying,6
483,Pidgeotto,0.08228634615280205,0.1391519310837271,0.08349115865023625,0.05500271490183111,0.0,0.08327076277970638,0.11132154486698168,0.527381497604807,0.11088105284853647,0.05551384185313759,0.11088105284853647,0.05566077243349084,0.7629494226967154,0.13787064368077404,0.11088105284853647,0.05566077243349084,0.1104423526669824,0.08338088564823469,Normal,Flying,6
484,Pidgey,0.08401972104433962,0.1420831885125306,0.08524991310751837,0.05616135578740635,0.0,0.08502487456313024,0.11366655081002448,0.5384908722331582,0.11321677975756704,0.05668324970875349,0.11321677975756704,0.05683327540501224,0.7511988917360313,0.14077491058785724,0.11321677975756704,0.05683327540501224,0.11276883828732812,0.08513731718729499,Normal,Flying,6
485,Pidove,0.0963477055738698,0.13034453381798453,0.06517226690899226,0.06440175835836003,0.0,0.09750034252720927,0.13034453381798453,0.45500159846030985,0.06491438454280975,0.06500022835147283,0.06491438454280975,0.0977584003634884,0.7976113485596126,0.1614304292958668,0.1298287690856195,0.06517226690899226,0.12931510238508223,0.09762928355096322,Normal,Flying,6
